source	interaction	target	n_datasets	REM.TE	REM.P.HAKN
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	pos_assoc	HMDB0000448	5	0.12629342051874273	0.00299325870099061
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	neg_assoc	HMDB0000448	5	-0.1417831526286162	0.00139863866765367
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	pos_assoc	HMDB0000448	3	0.2522170950873887	0.00157707881872052
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000448	5	0.12349197500330622	0.00285854981550775
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	pos_assoc	HMDB0000448	4	0.22824257595840583	6.832618020111744e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000448	6	-0.1262048924333316	0.00331923817115648
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	neg_assoc	HMDB0000448	6	-0.20261000397157727	0.00162614799119023
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A	neg_assoc	HMDB0000450	3	-0.05272695103686545	0.00100760757179883
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000450	3	-0.20935056843415625	0.00204830590041418
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	neg_assoc	HMDB0000450	3	-0.10555503357140077	0.00221530800237631
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000450	3	-0.201887985063372	0.00163619481140388
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	neg_assoc	HMDB0000452	5	-0.09486794166707316	9.865226636206858e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000452	5	-0.15461686383744347	6.986237513262792e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	pos_assoc	HMDB0000452	5	0.09530934781442103	0.00252063876437195
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000452	5	-0.153762762496095	0.00137118035315805
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000452	5	-0.1695362219789405	2.0061813374155557e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	neg_assoc	HMDB0000452	6	-0.17298362130209563	0.00277144476881553
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000452	6	-0.26073460062827575	0.001206819780796
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000452	4	-0.2262439093074275	0.0013865285624665
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000452	5	-0.21969038311956873	0.00357274604565075
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000452	5	-0.3247163609367057	0.00250617171794635
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000452	5	-0.23534449632562493	3.143113169654264e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	neg_assoc	HMDB0000452	5	-0.2443422953189094	0.00116821014902781
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000452	6	-0.30012540250405517	4.410289178994963e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000452	6	-0.1327785720646169	0.00155204024967192
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000452	6	0.12240451016824888	0.00144555815886854
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella	neg_assoc	HMDB0000472	3	-0.07876337988799663	0.00174342706811729
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	neg_assoc	HMDB0000479	4	-0.15107748206315602	0.00350264326521641
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000479	6	-0.2289856562222161	1.1122887165622974e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter	pos_assoc	HMDB0000479	5	0.06112621527052012	0.00217721999899468
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000479	6	-0.24003823505127672	0.00127969607626402
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000479	6	-0.1484501914954803	3.76375568938307e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	neg_assoc	HMDB0000479	4	-0.11609957097935836	2.965460092881212e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	neg_assoc	HMDB0000479	6	-0.10921941136398172	0.00324952051985032
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	pos_assoc	HMDB0000506	3	0.24851910582515932	0.00176886463931671
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691	pos_assoc	HMDB0000511	3	0.09900121577387393	8.336802630961316e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000517	7	-0.1294122794716105	2.4708720324234326e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	neg_assoc	HMDB0000517	7	-0.13223028746924337	0.00143812836597199
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403	neg_assoc	HMDB0000517	4	-0.05542996271859926	0.00293671996984464
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	neg_assoc	HMDB0000517	9	-0.14177775409580445	2.021848132527466e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000517	8	-0.1283840485348731	2.911880199539391e-4
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	neg_assoc	HMDB0000517	9	-0.3386596641083398	5.957467760377835e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus	neg_assoc	HMDB0000517	8	-0.1506431087433319	0.0023895317327631
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81	pos_assoc	HMDB0000517	7	0.10674090358723644	6.697347056860275e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	neg_assoc	HMDB0000517	8	-0.12917965590751787	0.00162025456646196
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000517	9	0.17042777259067635	1.0131043969104772e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000517	9	-0.1316086503832375	0.00117646674045325
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000517	8	-0.21910239134803247	1.0849027520262836e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000517	8	-0.18880043306969516	4.683522673052173e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000517	8	-0.1752055179596924	2.9902391037823652e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000517	9	-0.17287942413347043	2.1623442419215703e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000517	8	-0.2434345324482307	3.885621913855628e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	neg_assoc	HMDB0000517	8	-0.09219452451195048	0.0019813987448774
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	pos_assoc	HMDB0000518	3	0.1542506078257642	0.00231141874112928
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A	pos_assoc	HMDB0000518	3	0.12344889772334228	0.00327586184060613
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000518	4	0.17667418154426157	4.450915517864069e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	pos_assoc	HMDB0000518	4	0.2336623120313723	8.346730071635794e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides	pos_assoc	HMDB0000518	3	0.16291390893593136	0.00348548313349436
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000518	4	-0.3159253635749697	0.00340777501659051
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	pos_assoc	HMDB0000535	6	0.12253497842494704	0.0029421859927029
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R	pos_assoc	HMDB0000535	6	0.10224944492367052	4.4474864272483567e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	pos_assoc	HMDB0000535	6	0.13233369358938354	5.721168049644846e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000535	6	0.08353917916197172	0.00312479888469421
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	pos_assoc	HMDB0000535	6	0.2084075253805712	0.00211531243906506
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	pos_assoc	HMDB0000535	6	0.1870358336947987	0.00325312422103886
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	pos_assoc	HMDB0000535	5	0.19070543288184072	0.0024554944452364
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	pos_assoc	HMDB0000535	5	0.2521553761989737	1.8739819615641755e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	pos_assoc	HMDB0000535	6	0.205275223681466	1.0175193574300108e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000535	6	0.20707186633076485	0.00103725584135598
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	pos_assoc	HMDB0000535	6	0.1591015349654998	0.00261274394063933
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	pos_assoc	HMDB0000535	6	0.14714004025316074	0.00258070434079074
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	pos_assoc	HMDB0000555	3	0.16891888938867927	0.00125200784121821
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus	pos_assoc	HMDB0000555	3	0.06399547423674722	0.00344739984788052
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	neg_assoc	HMDB0000555	3	-0.104371202499094	0.00117000960108089
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	pos_assoc	HMDB0000555	3	0.08672017179247857	3.835941700323481e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000555	3	-0.15063003500056563	6.594776011998602e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000562	6	-0.17302143824922203	1.6414326988582642e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000562	7	0.23513391040296192	1.5571137680520048e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	neg_assoc	HMDB0000562	6	-0.0742943141534758	0.00231548670533835
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000562	6	-0.2918709970223164	0.00237097638418385
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000562	6	-0.2480228182358061	5.615029763917386e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000562	6	-0.1279528415763085	0.00146874187598298
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	neg_assoc	HMDB0000562	6	-0.2020564911126334	0.00224852888736668
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000562	7	0.16436201664858688	1.3882846701294995e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000562	7	-0.14104417923248516	0.00184296611333488
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000562	7	0.21080033591061248	1.3962271587958087e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000619	7	-0.2494454977599367	3.65781226290139e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000619	7	-0.15625537462474826	0.0012039236193176
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R	neg_assoc	HMDB0000619	8	-0.13529697645421024	2.034051993844033e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	neg_assoc	HMDB0000619	8	-0.1948415816816405	0.0023719702572816
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000619	8	-0.16912594241356987	0.00102946587281949
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000619	8	-0.168885163489103	4.707773601147648e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17	neg_assoc	HMDB0000619	5	-0.16762951970140583	0.00273064126527332
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000619	8	-0.11582547850859884	5.578792304500002e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	neg_assoc	HMDB0000619	8	-0.1707335859941097	5.570795489018515e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	neg_assoc	HMDB0000619	8	-0.18323278784946523	0.00194319978243146
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000619	8	0.17479941743498162	3.208664678660054e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	neg_assoc	HMDB0000619	8	-0.1278170384482192	0.00304067985388143
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000619	8	-0.13869149781754933	0.00235387197949624
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	pos_assoc	HMDB0000619	8	0.2513132006602789	5.939198084906308e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000619	8	-0.1998023997552271	0.00101176625029322
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	pos_assoc	HMDB0000619	7	0.20785621255711412	1.0277424371685542e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000619	8	0.2694598160628512	7.3190853106306146e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	neg_assoc	HMDB0000619	8	-0.12959609361285288	8.69858060601362e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000619	8	-0.22402934624142215	0.0020459627523579
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	neg_assoc	HMDB0000619	5	-0.3088845174405046	0.00332916791286485
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	neg_assoc	HMDB0000619	5	-0.28090854945060006	9.723143334032924e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000619	8	-0.3308149355801369	1.6158107524959046e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000619	8	-0.31681129921481993	5.1285522676204255e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000619	8	-0.31719748875956105	1.162471590131901e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides	pos_assoc	HMDB0000619	5	0.16520536798727695	0.00101484525245198
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000619	8	-0.3188055243373133	5.785579242162075e-6
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000619	8	-0.2669683045778915	2.894416494619034e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	neg_assoc	HMDB0000619	8	-0.20762234120841289	3.245639305129749e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000619	8	-0.1893395834966362	4.7847405305935465e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	neg_assoc	HMDB0000619	5	-0.3015023704836497	7.722889621566087e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	neg_assoc	HMDB0000619	8	-0.1574334709432096	0.0013350763823063
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	neg_assoc	HMDB0000619	8	-0.1804478920334887	0.00228378033724656
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	neg_assoc	HMDB0000619	7	-0.13699591656437635	2.5274499654686456e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000619	8	0.1190841576392488	0.00341700430333312
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000619	8	0.21564055748651728	1.7357324648611837e-5
Unclassified	neg_assoc	HMDB0000619	3	-0.2254271176848816	0.00306282328947154
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	pos_assoc	HMDB0000623	6	0.18714619399111632	1.8280018996573975e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	pos_assoc	HMDB0000623	6	0.1285786878387274	0.00299153429632254
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000623	6	0.32312975134128896	0.00362028462970707
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	neg_assoc	HMDB0000623	6	-0.16723275888914568	0.00225996022490631
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	pos_assoc	HMDB0000623	7	0.15878882264298175	2.886149546851209e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	pos_assoc	HMDB0000623	7	0.21558966430805343	0.00194965836399693
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000623	6	0.2651250482330116	0.00285055708007211
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	pos_assoc	HMDB0000623	6	0.2935212754999303	0.00239980586199905
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000623	6	0.31914363293618037	0.00163985340957623
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	pos_assoc	HMDB0000623	6	0.22377676742783276	4.599729703461555e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000623	7	-0.15768434947926735	0.00115337302342574
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000625	3	-0.08267392156492831	0.0027747609994833
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403	pos_assoc	HMDB0000626	4	0.06413925276207394	0.00161528552986415
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella	pos_assoc	HMDB0000626	6	0.09350644873321688	0.00258047411507556
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	pos_assoc	HMDB0000626	6	0.1146931605657868	0.0014931160172489
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	pos_assoc	HMDB0000626	6	0.16377313469647742	0.00144318022671543
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	neg_assoc	HMDB0000626	6	-0.2125582773133522	0.00362577208971355
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	pos_assoc	HMDB0000626	6	0.19733486458563415	8.304145478623777e-4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	neg_assoc	HMDB0000626	7	-0.1561541110469985	0.00183317748261437
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000630	5	-0.19194166738785137	0.00210444082279839
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	neg_assoc	HMDB0000630	6	-0.16243214585275584	0.00149408115726017
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000630	6	-0.16467266907219366	5.675831844424602e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia	neg_assoc	HMDB0000630	4	-0.21601659801502412	0.00272251000220147
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	neg_assoc	HMDB0000630	6	-0.16604925081509117	1.3478054954909984e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	neg_assoc	HMDB0000630	6	-0.19259381848459456	6.394504062543286e-4
