taxon	taxon.genus	species.short
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Pseudomonas_phage_PaP1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	Pseudomonas_phage_PaP1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__P22likevirus|s__Shigella_phage_Sf6	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__P22likevirus	Shigella_phage_Sf6
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Papillomaviridae|g__Papillomaviridae_noname|s__Human_papillomavirus_126_like_viruses	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Papillomaviridae|g__Papillomaviridae_noname	Human_papillomavirus_126_like_viruses
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Iltovirus|s__Gallid_herpesvirus_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Iltovirus	Gallid_herpesvirus_1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Rhizobium_phage_RR1_B	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	Rhizobium_phage_RR1_B
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Pneumovirus|s__Murine_pneumonia_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Pneumovirus	Murine_pneumonia_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_Che9c	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Mycobacterium_phage_Che9c
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Spumavirus|s__Feline_foamy_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Spumavirus	Feline_foamy_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Haemophilus_phage_Aaphi23	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	Haemophilus_phage_Aaphi23
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Salmonella_phage_SETP7	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Salmonella_phage_SETP7
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Haloarcula_hispanica_pleomorphic_virus_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname	Haloarcula_hispanica_pleomorphic_virus_1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Stenotrophomonas_phage_IME15	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus	Stenotrophomonas_phage_IME15
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Barnaviridae	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Barnaviridae	Barnaviridae
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_KPL1989	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium	Corynebacterium_sp_KPL1989
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Raspberry_ringspot_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Nepovirus	Raspberry_ringspot_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Morbillivirus|s__Canine_distemper_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Morbillivirus	Canine_distemper_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Dulcamara_mottle_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus	Dulcamara_mottle_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Arteriviridae|g__Arterivirus|s__Equine_arteritis_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Arteriviridae|g__Arterivirus	Equine_arteritis_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Campylobacter_phage_CP81	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	Campylobacter_phage_CP81
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Clostridium_phage_phiCP7R	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	Clostridium_phage_phiCP7R
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Ahjdlikevirus|s__Streptococcus_phage_C1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Ahjdlikevirus	Streptococcus_phage_C1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Rudiviridae|g__Rudivirus|s__Sulfolobus_turreted_icosahedral_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Rudiviridae|g__Rudivirus	Sulfolobus_turreted_icosahedral_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Pseudomonas_phage_phiIBB_PF7A	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus	Pseudomonas_phage_phiIBB_PF7A
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname|s__Cyanophage_SS120_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname	Cyanophage_SS120_1
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Rhodopirellula	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Rhodopirellula	Rhodopirellula
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Streptococcus_phage_P9	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Streptococcus_phage_P9
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Permutotetraviridae	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Permutotetraviridae	Permutotetraviridae
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Badnavirus|s__Banana_streak_Mysore_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Badnavirus	Banana_streak_Mysore_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Badnavirus|s__Banana_streak_virus_strain_Acuminata_Vietnam	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caulimoviridae|g__Badnavirus	Banana_streak_virus_strain_Acuminata_Vietnam
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Allexivirus|s__Garlic_virus_E	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Allexivirus	Garlic_virus_E
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Rhodococcus_phage_REQ1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Rhodococcus_phage_REQ1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Deep_sea_thermophilic_phage_D6E	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname	Deep_sea_thermophilic_phage_D6E
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_HINdeR	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Mycobacterium_phage_HINdeR
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Teschovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Teschovirus	Teschovirus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Papaya_leaf_distortion_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus	Papaya_leaf_distortion_mosaic_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_BK5_T	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Lactococcus_phage_BK5_T
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Cellulophaga_phage_phi46_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Cellulophaga_phage_phi46_1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Densovirus|s__Pseudoplusia_includens_densovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Parvoviridae|g__Densovirus	Pseudoplusia_includens_densovirus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Anagyris_vein_yellowing_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus	Anagyris_vein_yellowing_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Plantago_mottle_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Tymovirus	Plantago_mottle_virus
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp_HO	k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum	Hydrogenobaculum_sp_HO
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Sp6likevirus|s__Enterobacteria_phage_vB_EcoP_ACG_C91	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Sp6likevirus	Enterobacteria_phage_vB_EcoP_ACG_C91
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Partitiviridae|g__Partitivirus|s__Amasya_cherry_disease_associated_mycovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Partitiviridae|g__Partitivirus	Amasya_cherry_disease_associated_mycovirus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__Spring_viraemia_of_carp_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus	Spring_viraemia_of_carp_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Puniceispirillum_phage_HMO_2011	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	Puniceispirillum_phage_HMO_2011
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Parapoxvirus|s__Orf_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Poxviridae|g__Parapoxvirus	Orf_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Pseudomonas_phage_F116	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	Pseudomonas_phage_F116
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Aviadenovirus|s__Turkey_adenovirus_B	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Aviadenovirus	Turkey_adenovirus_B
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Kudzu_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus	Kudzu_mosaic_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Crinivirus|s__Bean_yellow_disorder_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Crinivirus	Bean_yellow_disorder_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname|s__Bacillus_phage_phiAGATE	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname	Bacillus_phage_phiAGATE
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Synechococcus_phage_S_CBS1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Synechococcus_phage_S_CBS1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Rice_yellow_mottle_virus_satellite	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname	Rice_yellow_mottle_virus_satellite
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	Staphylococcus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_margin_leaf_curl_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus	Tomato_yellow_margin_leaf_curl_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Tomato_mosaic_leaf_curl_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus	Tomato_mosaic_leaf_curl_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Hpunalikevirus|s__Haemophilus_phage_HP2	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Hpunalikevirus	Haemophilus_phage_HP2
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Listeria_phage_P40	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Listeria_phage_P40
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Xanthomonas_phage_vB_XveM_DIBBI	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname	Xanthomonas_phage_vB_XveM_DIBBI
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus|s__Lily_virus_X	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus	Lily_virus_X
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus|s__Escherichia_phage_ADB_2	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	Escherichia_phage_ADB_2
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Butterbur_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus	Butterbur_mosaic_virus
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus	k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus	Methanocaldococcus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Synechococcus_phage_S_CBS3	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Synechococcus_phage_S_CBS3
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Brochothrix_phage_BL3	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Brochothrix_phage_BL3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio	Cellvibrio
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname|s__Providencia_phage_Redjac	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Caudovirales_noname|g__Caudovirales_noname	Providencia_phage_Redjac
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Horsegram_yellow_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus	Horsegram_yellow_mosaic_virus
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Singulisphaera|s__Singulisphaera_acidiphila	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Singulisphaera	Singulisphaera_acidiphila
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Staphylococcus_phage_PH15	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Staphylococcus_phage_PH15
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Astroviridae|g__Avastrovirus|s__Duck_astrovirus_GII_A	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Astroviridae|g__Avastrovirus	Duck_astrovirus_GII_A
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_WIVsmall	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Mycobacterium_phage_WIVsmall
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Polerovirus|s__Potato_leafroll_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Polerovirus	Potato_leafroll_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus|s__Salmonella_phage_epsilon15	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus	Salmonella_phage_epsilon15
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Burkholderia_phage_phi52237	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses	Burkholderia_phage_phi52237
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Sp6likevirus|s__Enterobacteria_phage_SP6	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Sp6likevirus	Enterobacteria_phage_SP6
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__PhiCD119likevirus|s__Clostridium_phage_phiCD119	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__PhiCD119likevirus	Clostridium_phage_phiCD119
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bunyaviridae|g__Tospovirus|s__Tomato_spotted_wilt_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bunyaviridae|g__Tospovirus	Tomato_spotted_wilt_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Arenaviridae|g__Arenavirus|s__Lassa_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Arenaviridae|g__Arenavirus	Lassa_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Arenaviridae|g__Arenavirus|s__Lymphocytic_choriomeningitis_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Arenaviridae|g__Arenavirus	Lymphocytic_choriomeningitis_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Pseudomonad_phage_gh_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus	Pseudomonad_phage_gh_1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Chrysoviridae|g__Chrysovirus|s__Penicillium_chrysogenum_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Chrysoviridae|g__Chrysovirus	Penicillium_chrysogenum_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Crinivirus|s__Tomato_chlorosis_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Crinivirus	Tomato_chlorosis_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Broad_bean_true_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Comovirus	Broad_bean_true_mosaic_virus
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	Rhodobiaceae
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Tomato_common_mosaic_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus	Tomato_common_mosaic_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Enterobacteria_phage_JL1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	Enterobacteria_phage_JL1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus	Ictalurivirus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Rudiviridae|g__Rudivirus|s__Sulfolobus_islandicus_rod_shaped_virus_1	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Rudiviridae|g__Rudivirus	Sulfolobus_islandicus_rod_shaped_virus_1
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Closterovirus|s__Strawberry_chlorotic_fleck_associated_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Closterovirus	Strawberry_chlorotic_fleck_associated_virus
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_LaPpAH_95	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces	Streptomyces_sp_LaPpAH_95
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Picornaviridae_noname|s__Pigeon_picornavirus_B	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Picornaviridae_noname	Pigeon_picornavirus_B
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Cellulophaga_phage_phi46_3	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	Cellulophaga_phage_phi46_3
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Curtovirus|s__Spinach_severe_curly_top_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Curtovirus	Spinach_severe_curly_top_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Coltivirus|s__Colorado_tick_fever_virus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Coltivirus	Colorado_tick_fever_virus
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcep78likevirus|s__Xanthomonas_phage_OP2	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcep78likevirus	Xanthomonas_phage_OP2
