Compound	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C02710_N-Acetylleucine	63.7231597	23.45374848	8.523829272	0	0	0	0	0	7.617286077999999	0	0	11.89149664	0	37.56966891	0	17.47009157	0	322	0	27.70590849	88	22.64613502	15.75758569	0	1084	66.53944942	0	17.35220643	66.02972468	0	0	87	0	0	0	0	69	0	0	0	0	46.23196946	109	245	0	113	33.29498283	198	0	21.28776079	0	0	0	0	0	0	0	26.12641157	0	324	0	8.759423508	17.08985037	13.66141652	0	0	0	87	293	23.96448771	0	119	0	145	0	0	0	0	0	0	139	0	39.52981024	0	0	103	0	28.75231738	0	99	44.35717157	0	10.31483815	0	0	0
C02712_N-Acetylmethionine	0	0	0	0	72	21.99924065	0	0	25.99246854	0	0	35.6231432	24.28089187	22.76947149	0	0	0	80	0	22.89181686	89	0	0	0	685	0	0	0	35.46046829	0	0	0	0	0	0	0	12	0	0	35.05682357	0	0	0	0	0	111	0	36	0	0	83	0	0	0	0	0	0	40.96183546	0	363	0	0	0	0	73	0	0	0	278	21.38619109	0	0	0	45	0	0	0	54	0	7.843235362000001	25	75	32.48764394	0	0	49	26.1851792	0	0	108	0	0	0	0	0	0
C02713_N-Acetylmuramate	0	0	0	0	0	21.97683127	76.28792512	108.0441103	32.27655868	0	0	0	28.49658989	0	0	0	0	881	0	68.72860794	1440	0	0	44	384	0	0	0	50.49551434	0	0	85	0	71.22273773	0	0	0	0	0	0	98.61338073	0	1088	476	0	1569	0	97	0	0	0	415	80.60431546	0	23.17982117	0	0	70.69530413	0	475	0	0	0	57.44615147	0	0	0	325	1491	32.10522324	0	455	0	476	0	0	0	0	0	0	0	0	34.88002721	0	0	0	0	0	549	536	54.04416593	0	27.6518331	0	90.66510452	0
C02714_N-Acetylputrescine	1284.07744	79.06291390000001	98.15290946	683.7709312999998	789	31.62157449	978.9453361	407.1030209	12.46866095	69.12392558	2208.888389	2135.248295	233.5529493	9.433877521	447	4.5820984860000005	66.46372385	39	425.8040002	867.5852990000003	197	80.32027788	626.7389696	36	411	2684.453067000001	40	62.43495805	149.3054055	154.84824809999995	156.2635376	663	185.3655133	12.85122906	388	101.4747333	12	23.93313549	430.96558430000016	74.90163257	6.383620163	79.93689865	225	20	3439	437	826.3099874	1350	35.6098253	2576.835404	1171	18	354.82192010000006	243.19385240000005	18.27201302	293.9064841	3.500460089	695.1232738	596.1081239	424	89.57230818	5.6034943089999985	3815.007628	32.42144934	1126	259.798153	467.8591135	32	84	993.3492191	2054.472668	866	808.658599	49	201	34.03024649	49	1387	120.8394935	2730.580355	442	257	800.8064206	102.6262383	39	304	1831.347285	3784.24188	67	7312	463.10371110000006	2205	329.2260846000001	6.464179808	259.5823123	936.2591276
C02721_N-Methylalanine	9.286536008	0	8.835520499	7.058808714	12	20.88379995	9.476613802	12.76102679	12.67485922	7.276602773	27.50557286	0	0	19.25917774	0	27.42066708	0	57	10.35012216	56.61316387	37	48.99215615	6.705073934	47	33	11.51879085	0	22.42821034	6.24175921	11.48299879	8.611099643	36	16.71781069	24.22326812	0	16.41634407	52	5.704889099	0	0	33.67215923	0	49	26	0	43	12.87803315	0	7.701182186	7.175233424	36	34	9.262251859	6.192283289	22.41815667	7.366292197000001	10.64430818	8.250849872	27.58616524	0	9.220851073	30.02468064	19.95009521	14.9643573	19	0	8.829226216	38	50	11.3536274	9.654308558	25	5.02292179	28	0	5.676710024	23	0	0	7.205076735	0	0	8.218025612	16.74285744	22	0	0	25.63794627	32	26	8.939143615	0	16.98508683	6.651290277999999	14.964178099999998	6.57972714
C02727_N-epsilon-Acetyllysine	41.74699617	11.70059513	25.79208951	33.10508230000001	16	41.41438673	68.16194645	23.31939280000001	31.32319758	13.117103899999998	16.53292189	50.42410382	22.4549957	31.73124676	134	30.70274687	0	39	29.32985366	23.8136722	35	26.20778349	13.33152134	32	38	21.86668239	12	28.98306545	33.05917204	27.84278646	18.57455953	24	25.99968448	27.44520327	39	13.82678508	26	13.81709716	71.42102843	22.83856454	27.46614563	9.269978343	51	268	19	19	19.01872922	28	50.40125786	32.39484073	32	34	22.49998765	40.06639009	31.06027467	34.92075137	19.36881742	23.71720933	34.45503796	35	23.18937971	21.09397272	30.95419277	17.13108171	43	11.96157942	12.19701833	19	49	18.6829548	20.81123631	42	15.00610363	42	0	55.11792282	14	48	30.35120417	15.11333015	23	53	63.52000128	16.86665363	19	0	34.59543622	53.17535285	27	49	23.58394486	35	20.72937019	23.09014369	35.58176329	11.71867445
C02734_Phenyl phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02735_Phenylethanolamine	35.96327764	0	50.80598399	151.0095065	0	21.11294955	0	0	0	0	0	0	69.05353725	66.41162309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.42418343	11.61480093	0	0	0	0	0	0	0	0	104.8356835	0	0	0	0	0	0	0	0	0	0	40.15323023	145.15795469999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.3896742	0	0	223.2144527	0	0	0	15.26087253	0	0	0	0	0
C02774_10-Hydroxydecanoate	0	0	0	0	0	0	0	0	14.53552157	0	0	0	0	0	0	0	0	0	470.57715880000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.6881318	590.0001075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02787_Isobutylamine	0	0	0	116.4865612	0	0	36.60291018	0	0	0	0	17.50304695	0	0	0	0	0	0	0	65.68032536	0	0	29.88418913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.23676887	0	0	0	0	0	0	0	0	92.48622828	0	0	0	0	0	0	0	28.035474100000005	0	0	0	0	0	0	20.47773046	0	0	0	0	38.30817027	0	0	0	120.5132731	0	0	0	0	19.47433313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.08398839	0	0
C02794_3-Hydroxykynurenine	0	0	0	0	0	0	0	0	0	0	0	21.09647746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02823_Cyanocobalamin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02835_Imidazole-4-acetate	47.51853487	7.099731286	14.37279874	0	42	0	49.11107253	19.63426962	0	21.51426481	47.94302511	31.82947467	0	40.36263836	48	34.94137674	7.855880401	32	9.568249224	24.73262661	20	29.69329097	0	36	29	20.50677924	0	35.51557749	9.737367019	14.38748662	0	67	0	35.65712665	18	0	63	14.7224555	0	0	0	5.106105792	24	0	34	68	26.57234396	637	0	35.367842	35	0	9.677285357	10.04541885	34.00505207	14.02545546	14.25834839	43.3762464	50.47839846	22	23.78961448	42.82616292	39.96588677	95.54297373	15	0	45.38542772	27	32	5.907884942999999	42.89841902	0	10.40155867	60	0	0	26	38	0	17.08738771	54	0	17.65296474	8.660584812	23	21	0	28.32810385	69	45	0	25	13.18543544	0	0	23.35706573
C02890_Tetrahydropalmatine	0	0	0	0	0	0.75381786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.512026499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.447910469	0	0	0	4.301724158	0	0	0	0	0	0	0	0	0.8608215213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C02918_1-Methylnicotinamide	7.759600447	0	8.776375996	17.75998961	5.9	0	153.7510293	6.131588643	1.808692447	6.683772583	0	8.096492708	3.402527044	23.50838034	728	19.47143141	5.624367051	0	0	0	0	0	15.27566121	0	0	4.98282243	0	0	16.00417412	0	22.15054736	0	0	52.56124870000001	5.3	0	0	0	459.1566783	7.3388587639999985	0	0	0	0	21	0	7.993100758	0	9.391545018	20.78748774	0	0	10.09384035	26.70708184	9.33451825	9.741888509	0	0	0	0	18.90246735	0	7.223366775	0	0	6.200665038	5.187952484	0	19	10.14812318	0	0	31.19597921	0	0	0	0	7.9	0	0	12	0	11.12269977	0	25	0	0	6.771644314	0	0	0	8	0	0	3.823006105	3.948090947
C02953_7,8-Dihydrobiopterin	0	24.61666474	0	37.75929955	0	0	0	45.85339266	0	0	0	17.82996444	26.81073513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.56859401	0	0	0	0	0	0	0	0	0	0	67.42391931	0	21.02907748	0	0	0	0	0	0	0	0	0	0	15.66328356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.70017301	0	0	33	0	0	0	0	0	0	0	0	0	0	0	4.912415941	0	0
C02989_Methionine sulfoxide	1118.666082	446.0133698	78.7402435	77.96359926	544	95.80572927	82.95921565	36.39003642	133.4395021	155.3800219	81.41723126	56.46995124	54.67938803	53.86228679	165	57.86456461	999.0851815	301	61.04701333	133.97347720000002	519	67.38509281	189.8205438	111	927	70.63383557	111	105.0067244	253.14931980000003	126.985657	80.57691304	520	54.70863071	84.57758861	576	122.475811	291	84.01589812	606.6603056	346.900243	44.94769474	41.0409283	1070	910	259	448	61.24272829	50	100.2224993	372.7674386000001	1048	102	99.29406037	72.29627334	167.3190072	384.8981494	55.42012486	118.7524432	118.1122918	481	62.60015451	15.76434687	159.0597243	81.21366883	1303	41.5388755	77.26680999999998	392	366	170.0663636	170.9759283	1397	29.09419824	1721	120	62.18973319	65	2072	128.3368061	184.5809179	1159	1147	1241.626611	65.28045767	122	383	58.03999255	181.7625283	599	1502	148.440071	71	238.6596297	81.86212631	146.7366855	48.43849799
C02997_N-Acetylhistidine	14.70537727	21.57684645	5.867521507999999	8.400547394	37	17.95485684	37.93857368	71.30271996	14.77453643	6.890799901	7.496625095	35.36351583	16.44236243	13.32050398	88	12.67315157	0	12	19.04527317	8.319828067000001	9.2	12.00625581	8.898041721	14	185	35.66245294	0	12.26125381	57.18944008	17.43170555	12.0304618	26	11.08230932	17.28387496	32	10.76386228	7.9	9.671796507	29.61009089	11.78365843	9.745084782	19.50729527	21	18	12	26	12.82323522	35	21.26870873	41.65748399	8.7	0	15.58021217	12.8923097	23.9994277	49.19002574	8.679670196	28.35967587	26.30605353	52	13.17710359	6.059702481	62.62969079999999	20.81387912	45	0	41.75991218	0	35	9.301167123	11.12059073	19	6.25292259	16	0	14.36784641	0	40	38.01562217	8.730583013	53	0	8.451984792000001	5.751245448	8.9	0	29.75091259	38.00097218	25	22	7.936389717999999	17	8.03584433	16.74236157	21.62814547	17.62979184
C03030_2,4-Dihydroxypyrimidine-5-carboxylate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03114_5,6-Dimethylbenzimidazole	0	0	0	0	0	0	0	2.814595814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03139_Guanidinosuccinate	14.42116028	5.644215766	9.985808101	8.540758889	18	19.13569701	105.3360283	5.356391492	4.365235564	14.37410464	0	10.03980681	15.74607395	6.443815959	409	44.71617354	15.98106098	0	10.80957162	19.2478246	35	16.32172179	8.99903513	0	72	10.51197287	7.9	19.66846215	13.4897371	21.49769573	22.77570643	24	6.995476891	30.13976406	0	6.290536709	24	0	155.16207519999998	11.14505817	0	0	0	0	0	0	3.628667089	16	0	0	41	20	17.69920377	15.89694258	22.59979203	17.46651882	0	16.37019005	15.61811852	58	7.900605064	0	21.15608007	18.36438487	78	32.93546569	12.05118937	37	46	17.30377233	5.348625821000001	28	22.24220172	0	0	0	25	0	20.69476951	17.84479426	0	0	11.07117616	11.09572267	32	8.6	5.129416375	20.90194914	0	0	20.48993821	12	14.7896337	4.874932534	10.40407175	8.663581898
C03145_N-Formylmethionine	0	0	0	0	0	0	0	0	0	0	0	23.26220562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.49431881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03172_S-Methylmethionine	0	0	3.10372977	0	0	0	0	4.874679933	0	0	0	4.542603444	0	0	0	0	0	0	0	18.60485585	0	0	0	0	0	0	0	0	0	3.935903375	0	0	0	4.040671615	0	0	0	2.0970944680000003	0	0	0	0	0	0	0	0	1.69318422	0	0	299.0461013000001	0	0	0	0	3.116657059	0	0	0	3.948655311	0	4.5469712389999994	0	0	0	0	0	14.94529297	0	0	0	2.726383102	0	1.503925749	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	14.90414763	0
C03173_(Methylthio)acetate	0	0	0	0	0	0	395.7141673	0	0	0	0	263.5288995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03264_2-Hydroxy-4-methylpentanoate	216.0530384	228.3203705	0	36.55793179	5145	0	0	0	0	0	7.754418266	27.91250776	52.03028456	0	1649	0	67.87787081	692	0	40.46345136	3187	0	566.8650772000002	0	385	379.0933156	0	0	160.26230269999996	0	0	1848	0	0	96	0	1461	0	338.7490033	150.9005882	0	108.6179112	1105	686	2184	2614	0	124	0	139.2884716	2939	81	0	0	0	0	0	108.6807737	0	709	0	0	0	0	9497	0	87.49114	425	2743	74.69368073	243.3520536	697	0	1016	70	0	0	4545	583.2975008	118.07909840000002	805	204	1053.6915789999996	0	28	0	76.63105794	586.4734783	212	1467	85.12915492	0	0	0	142.05465790000005	0
C03283_2,4-Diaminobutyrate	0	0	0	0	0	27.43670456	10.86407346	0	73.18140996	8.439248872	0	0	0	0	0	6.118595892999999	0	0	0	0	0	0	0	0	0	0	0	0	0	6.059990165	6.689669669	0	65.15549485	11.56488401	0	5.99309991	0	0	0	0	23.49888712	0	0	0	0	23	0	0	97.87681018	8.738909553	0	0	4.880877847	0	2.387309292	0	0	7.274189173	46.56562114	24	0	11.10151788	0	0	0	0	0	0	0	16.65835043	0	17	0	0	0	39.33764699	0	0	0	0	0	0	0	12.48779156	0	0	0	21.09972902	0	0	9.157676375	0	0	0	5.013707902	2.673439869
C03375_Bis(3-aminopropyl)amine	0	0	0	0	0	1.77085765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.254153194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.616641045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.198965007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.073307806	0	0	0	0	0	0	0	0	0	0	0	0
C03404_Tyrosine methyl ester	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03406_Argininosuccinate	25.73698755	18.98710847	19.3313847	16.36760781	0	0	24.65693372	23.57653003	9.842305356	11.31558577	8.889503442999999	75.77226939	0	0	191	11.14590462	19.03895783	13	0	0	0	0	24.81633862	0	0	0	0	17.30407082	34.16203584	17.77100789	29.13881745	0	7.879051629	29.13537456	40	14.43648511	0	16.30694834	78.47672505	20.68933859	0	19.67681302	0	0	21	0	16.82071678	0	20.1629843	69.51895784	0	0	26.10783997	37.03303298	0	37.20951553	0	11.17862827	11.86182291	0	38.5335396	9.967012888	0	18.56218067	0	20.99847928	143.6412717	0	14	36.39616627	49.57384446	0	14.08409345	0	0	8.858597377999999	0	13	20.39277561	24.285325	8.6	29	35.35802907	12.986284940000001	12	0	0	19.70188498	0	0	25.19297535	0	24.59022623	0	0	10.10693751
C03413_N1,N12-Diacetylspermine	31.55575177	4.000532687	1.698514856	4.397237642	5.7	0	6.893563386	8.711115715	1.6613553369999998	1.991405023	5.119430815	21.36304401	26.57125311	8.719260649	0	0.8682009951999999	1.220603661	0	12.96759668	11.78462973	4.6	14.90047898	2.052912117	0	4.1	77.09539825	2.4	2.518317491	17.075679100000002	89.77884151	19.06301551	0	7.879927979	0.6729622998999999	17	10.794355	0	0	11.47133262	4.81362639	3.86718681	4.113887439	3.4	0	25	0	64.94853798	6.4	16.19186052	57.60488545	4.9	0	20.74849405	4.612861569	33.84209179	47.83668998	0	51.31925560000001	5.70540649	10	26.00176568	0	64.66384178	1.574515452	19	0	11.97431691	0	0	21.3204169	7.206180647	9.3	12.00059521	0	1.4	0.5360767078	7.3	16	6.14559774	1.2965655459999998	44	8.1	3.4044874660000004	1.7737379519999998	9.3	5.2	22.88210658	21.13199452	2.2	5.2	4.9642625460000005	44	2.054268113	0	16.9117417	10.980026
C03451_S-Lactoylglutathione	0	0	0	0	0	0	0	0	0	0	0	0	5.024346232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.743012443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.498872921	0	0	0	0	0	0	8.117886129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03510_Methionine sulfoximine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03519_N-Acetylphenylalanine	0	0	0	0	0	0	0	0	0	0	0	10.34426678	0	0	0	0	0	77	0	0	36	0	0	0	46	74.01168563	0	0	0	0	0	0	0	0	0	0	0	0	0	6.053885407999999	0	0	40	78	0	0	0	0	0	0	0	0	0	0	0	0	0	22.90541644	0	46	0	0	0	12.79611271	0	0	0	0	48	26.01263869	0	0	0	0	0	0	0	0	0	0	0	0	39.25169058	0	0	0	0	46.92228252	0	0	0	0	0	0	0	0
C03557_2-Aminoethylphosphonate	0	0	0	0	0	0	0	0	0	0	0	263.8561821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.18600239999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.6348638	0	0	201.0645066	0	0	0	0	0	0	0	0	0	0	0	0	0
C03570_Mannosamine	0	0	2.645943913	214.2265589	0	0	37.56841451	182.6894016	0	0	0	210.4199562	476.0362998	0	0	0	0	0	0	0	0	0	8.544788638	0	0	46.72042137	0	5.677468557999999	0	93.54415306	9.567921563	0	0	0	161	0	0	0	0	5.2547888480000005	0	35.30018845	0	0	0	0	16.6435001	0	0	0	0	0	86.8773219	94.67250577	0	9.859027975	0	23.42038683	0	0	0	0	34.90774297	29.37661862	0	0	91.17823466	0	0	0	0	0	38.178940420000004	0	0	0	0	0	0	0	27	0	4.135867015	0	0	0	19.57094543	0	0	0	19.63635861	0	0	0	56.48835284	0
C03592_5-Methyl-2'-deoxycytidine	0	0	0	0	0	0	0	7.826056919	0	4.115836531	0	7.2613564739999985	16.69727592	0	0	0.8050031515	0	0	0	17.35724141	0	24.42505511	12.25670425	0	0	7.88547738	0	0	0	16.309110500000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.40742187	0	0	0	0	0	41.17125083	0	7.459064357000001	0	11.96167538	0	0	9.84131899	23.65720226	13.237087699999998	0	0	19.97508708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.098569301	0	0	0	0	0	0	0	0	10.74188674	0	0	0
C03618_threo-beta-methylaspartate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.15068729	0	0	0	0	0	0	0	0	0	0	0	0	0
C03626_ADMA	24.08159176	61.86655069	21.37580202	74.11338177	38	11.60790911	75.96917719	81.14419288	8.324057577	0	12.41325986	54.97213862	35.71607042	14.40869209	536	0	15.8880994	0	10.69439296	0	19	24.74329652	15.63945621	0	55	18.5348544	16	16.36392744	57.35722602	19.21389163	40.42411243	16	19.98077098	23.44158875	58	12.39052203	0	0	148.49629309999997	0	19.43346903	29.02423702	31	0	0	41	17.06526819	14	17.54589991	50.99717617	32	0	41.82347205	68.01903792	0	18.55968652	0	30.4609987	51.14805625	18	20.88658775	0	53.35313295	51.58283883	54	17.73810375	33.35190999	0	21	27.21500481	127.734755	15	19.90475098	23	14	6.42311104	0	128	39.11478563	17.287627899999997	41	72	71.42119115	17.98819634	0	14	21.97407136	33.18601733	0	0	22.22302457	7.8	5.281802922	0	29.79216371	24.90308599
C03678_4-Amino-3-hydroxybutyrate	0	0	0	0	0	0	4.853115292	0	0	0	0	0	14.03318362	0	27	0	0	0	0	60.32996244	0	95.83258748	0	0	0	0	0	0	0	13.09800356	0	0	0	0	0	0	0	9.120732388	0	0	0	0	0	0	0	0	0	0	12.35274414	0	0	0	0	0	0	0	0	0	0	0	10.21414839	0	0	6.151953861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.576841927	0	0	0	0	0	0	0	0	0	0	0	0	0
C03722_2,3-Pyridinedicarboxylate	0	0	0	0	0	0	49.38473402	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.90678997	0	0	0	0	0	0	0	41.51997574	101.7378947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03752_Glucosaminate	0	17.40076435	0	11.3248914	0	0	0	0	0	0	0	12.4589588	47.55530767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.68672731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.66495743	0	13.2843206	0	0	0	0	0	0	0	0	6.915902739	0	0	0	0	0	0	0	0	0	0	0	35.16515886	0	0	0	0	0	0	0	0	0	0	0	0	0	4.090959882	0	0	0
C03758_Dopamine	0	0	0	0	0	0	7.374317405	31.57476299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.349473195	0	0	0	0	10.00911074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.886639705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C03761_3-Hydroxy-3-methylglutarate	7.604558689	39.20332458	0	82.52292066	64	38.30194874	60.71089533	0	12.41404886	11.58981476	0	54.95726779	179.7600186	0	681	20.84608056	0	0	0	25.54510049	51	0	0	0	0	0	0	17.04600934	0	0	135.33574950000002	0	0	0	163	0	111	0	0	0	0	0	0	0	0	0	118.76975559999998	0	0	38.19704329	0	0	94.40632828	0	0	1552.328377	0	0	0	42	18.54953837	33.17701482	0	53.26526231	0	36.54066592	248.0454849	0	0	14.751082480000001	128.15050060000002	0	64.6014311	0	0	0	0	0	85.64071809	25.18686303	0	0	0	0	0	0	102.4764748	148.56981159999995	0	253	0	0	0	17.9272393	107.9650272	0
C03782_1-Aminoethylphosphonate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
